time,close
2018-01-22,1219.0
2018-01-29,1095.0
2018-02-05,1125.0
2018-02-12,1084.0
2018-02-19,1185.0
2018-02-26,1207.0
2018-03-05,1201.0
2018-03-12,1143.0
2018-03-19,1122.0
2018-03-26,1055.0
2018-04-02,948.0
2018-04-09,1014.0
2018-04-16,1281.0
2018-04-23,1361.0
2018-04-30,1384.0
2018-05-07,1472.0
2018-05-14,1273.0
2018-05-21,1077.0
2018-05-28,1156.0
2018-06-04,1391.0
2018-06-11,1445.0
2018-06-18,1341.0
2018-06-25,1385.0
2018-07-02,1622.0
2018-07-09,1666.0
2018-07-16,1689.0
2018-07-23,1676.0
2018-07-30,1773.0
2018-08-06,1691.0
2018-08-13,1723.0
2018-08-20,1697.0
2018-08-27,1579.0
2018-09-03,1490.0
2018-09-10,1366.0
2018-09-17,1413.0
2018-09-24,1540.0
2018-10-01,1536.0
2018-10-08,1579.0
2018-10-15,1576.0
2018-10-22,1519.0
2018-10-29,1457.0
2018-11-05,1147.0
2018-11-12,1031.0
2018-11-19,1093.0
2018-11-26,1231.0
2018-12-03,1372.0
2018-12-10,1401.0
2018-12-17,1279.0
2018-12-24,1271.0
2018-12-31,1260.0
2019-01-07,1169.0
2019-01-14,1112.0
2019-01-21,905.0
2019-01-28,645.0
2019-02-04,601.0
2019-02-11,639.0
2019-02-18,634.0
2019-02-25,664.0
2019-03-04,649.0
2019-03-11,730.0
2019-03-18,690.0
2019-03-25,689.0
2019-04-01,711.0
2019-04-08,726.0
2019-04-15,790.0
2019-04-22,889.0
2019-04-29,985.0
2019-05-06,1013.0
2019-05-13,1040.0
2019-05-20,1066.0
2019-05-27,1096.0
2019-06-03,1138.0
2019-06-10,1085.0
2019-06-17,1239.0
2019-06-24,1354.0
2019-07-01,1740.0
2019-07-08,1865.0
2019-07-15,2170.0
2019-07-22,1937.0
2019-07-29,1788.0
2019-08-05,1748.0
2019-08-12,2088.0
2019-08-19,2168.0
2019-08-26,2378.0
2019-09-02,2462.0
2019-09-09,2312.0
2019-09-16,2131.0
2019-09-23,1857.0
2019-09-30,1767.0
2019-10-07,1924.0
2019-10-14,1855.0
2019-10-21,1801.0
2019-10-28,1697.0
2019-11-04,1378.0
2019-11-11,1357.0
2019-11-18,1284.0
2019-11-25,1528.0
2019-12-02,1558.0
2019-12-09,1355.0
2019-12-16,1123.0
2019-12-23,1090.0
2019-12-30,907.0
2020-01-06,774.0
2020-01-13,754.0
2020-01-20,557.0
2020-01-27,487.0
2020-02-03,415.0
2020-02-10,425.0
2020-02-17,497.0
2020-02-24,535.0
2020-03-02,617.0
2020-03-09,631.0
2020-03-16,625.0
2020-03-23,556.0
2020-03-30,616.0
2020-04-06,635.0
2020-04-13,751.0
2020-04-20,665.0
2020-04-27,617.0
2020-05-04,514.0
2020-05-11,407.0
2020-05-18,498.0
2020-05-25,504.0
2020-06-01,679.0
2020-06-08,923.0
2020-06-15,1555.0
2020-06-22,1749.0
2020-06-29,1894.0
2020-07-06,1810.0
2020-07-13,1710.0
2020-07-20,1317.0
2020-07-27,1350.0
2020-08-03,1501.0
2020-08-10,1595.0
2020-08-17,1481.0
2020-08-24,1488.0
2020-08-31,1362.0
2020-09-07,1267.0
2020-09-14,1296.0
2020-09-21,1667.0
2020-09-28,2020.0
2020-10-05,1892.0
2020-10-12,1477.0
2020-10-19,1415.0
2020-10-26,1283.0
2020-11-02,1196.0
2020-11-09,1124.0
2020-11-16,1148.0
2020-11-23,1230.0
2020-11-30,1197.0
2020-12-07,1211.0
2020-12-14,1325.0
2020-12-21,1366.0
2021-01-04,1606.0
2021-01-11,1754.0
2021-01-18,1810.0
2021-01-25,1452.0
2021-02-01,1333.0
2021-02-08,1339.0
2021-02-15,1698.0
2021-02-22,1675.0
2021-03-01,1829.0
2021-03-08,1960.0
2021-03-15,2281.0
2021-03-22,2178.0
2021-03-29,2072.0
2021-04-05,2085.0
2021-04-12,2385.0
2021-04-19,2788.0
2021-04-26,3053.0
2021-05-03,3183.0
2021-05-10,2939.0
2021-05-17,2869.0
2021-05-24,2596.0
2021-05-31,2438.0
2021-06-07,2857.0
2021-06-14,3218.0
2021-06-21,3255.0
2021-06-28,3285.0
2021-07-05,3300.0
2021-07-12,3039.0
2021-07-19,3199.0
2021-07-26,3292.0
2021-08-02,3371.0
2021-08-09,3566.0
2021-08-16,4092.0
2021-08-23,4235.0
2021-08-30,3944.0
2021-09-06,3864.0
2021-09-13,4275.0
2021-09-20,4644.0
2021-09-27,5202.0
2021-10-04,5526.0
2021-10-11,4854.0
2021-10-18,4410.0
2021-10-25,3519.0
2021-11-01,2715.0
2021-11-08,2807.0
2021-11-15,2552.0
2021-11-22,2767.0
2021-11-29,3171.0
2021-12-06,3272.0
2021-12-13,2379.0
2021-12-20,2217.0
2022-01-03,2289.0
2022-01-10,1764.0
2022-01-17,1415.0
2022-01-24,1381.0
2022-01-31,1423.0
2022-02-07,1977.0
2022-02-14,1964.0
2022-02-21,2076.0
2022-02-28,2148.0
2022-03-07,2718.0
2022-03-14,2605.0
2022-03-21,2544.0
2022-03-28,2357.0
2022-04-04,2055.0
2022-04-11,2137.0
2022-04-18,2307.0
2022-04-25,2404.0
2022-05-02,2718.0
2022-05-09,3104.0
2022-05-16,3344.0
2022-05-23,2681.0
2022-05-30,2633.0
2022-06-06,2320.0
2022-06-13,2578.0
2022-06-20,2331.0
2022-06-27,2214.0
2022-07-04,2067.0
2022-07-11,2150.0
2022-07-18,2146.0
2022-07-25,1895.0
2022-08-01,1560.0
2022-08-08,1477.0
2022-08-15,1279.0
2022-08-22,1082.0
2022-08-29,1086.0
2022-09-05,1213.0
2022-09-12,1553.0
2022-09-19,1816.0
2022-09-26,1760.0
2022-10-03,1961.0
2022-10-10,1838.0
2022-10-17,1819.0
2022-10-24,1534.0
2022-10-31,1323.0
2022-11-07,1355.0
2022-11-14,1189.0
