time,"Natural_gas,_US","Shrimps,_Mexican",Barley,Soybean_oil,Platinum,close,Aluminum,"Tobacco,_US_import_u.v.",Orange,"Sugar,_EU"
2017-06-01,2.94,14.86,94.16,832.95,930.73,8931.76,1885.29,4517.45,0.72,0.37
2017-07-01,2.96,14.73,94.16,835.6,918.9,9491.39,1902.96,4515.01,0.7,0.38
2017-08-01,2.88,12.84,96.45,861.72,972.7,10889.98,2030.01,4432.19,0.72,0.39
2017-09-01,2.96,12.13,96.45,889.44,964.1,11215.79,2096.49,4395.36,0.79,0.39
2017-10-01,2.86,11.95,96.45,880.6,921.0,11335.77,2131.49,4513.14,0.82,0.38
2017-11-01,2.99,12.17,108.39,886.77,934.05,11972.0,2097.44,4594.48,0.86,0.38
2017-12-01,2.76,12.24,119.88,867.19,907.2,11495.11,2080.47,4629.98,0.77,0.39
2018-01-01,3.86,12.36,121.71,870.5,990.12,12864.88,2209.73,4649.44,0.76,0.4
2018-02-01,2.67,12.73,129.06,843.56,987.26,13595.88,2181.79,4628.17,0.78,0.4
2018-03-01,2.7,12.79,130.9,836.68,954.57,13392.5,2069.24,4741.49,0.74,0.4
2018-04-01,2.78,12.83,130.9,831.85,924.05,13938.1,2254.69,4842.1,0.76,0.4
2018-05-01,2.8,12.9,130.9,793.25,904.73,14366.49,2299.67,4906.86,0.88,0.39
2018-06-01,2.95,12.54,130.9,788.57,884.9,15105.65,2237.62,4932.79,0.84,0.38
2018-07-01,2.83,12.24,130.9,780.45,832.0,13793.86,2082.24,4927.6,0.89,0.38
2018-08-01,2.96,12.02,127.68,761.82,804.91,13411.35,2051.51,4983.92,0.84,0.38
2018-09-01,2.98,11.53,119.42,754.05,804.79,12510.35,2026.46,4973.96,0.8,0.38
2018-10-01,3.28,11.46,119.42,751.58,829.87,12314.91,2029.86,4940.23,0.75,0.38
2018-11-01,4.13,11.66,119.42,729.22,846.19,11239.72,1938.51,4941.38,0.73,0.37
2018-12-01,3.98,11.79,119.42,727.88,791.16,10835.08,1920.38,4923.56,0.72,0.37
2019-01-01,3.08,11.79,119.42,747.79,806.77,11523.09,1853.72,4806.11,0.64,0.37
2019-02-01,2.72,11.79,119.42,772.82,818.15,12685.23,1862.99,4782.91,0.63,0.37
2019-03-01,2.94,11.79,119.42,750.33,842.81,13026.27,1871.21,4732.59,0.65,0.37
2019-04-01,2.65,11.79,136.41,733.77,887.29,12772.79,1845.42,4673.14,0.57,0.37
2019-05-01,2.63,11.79,149.27,742.53,833.55,12016.31,1781.26,4650.85,0.52,0.37
2019-06-01,2.4,11.97,149.27,742.89,808.2,11943.94,1755.95,4607.04,0.54,0.37
2019-07-01,2.36,12.95,149.27,748.17,843.95,13546.3,1796.99,4542.63,0.54,0.37
2019-08-01,2.22,13.06,135.03,793.21,859.14,15748.64,1740.68,4523.13,0.53,0.36
2019-09-01,2.58,13.23,114.82,779.25,944.7,17656.88,1753.51,4544.5,0.53,0.36
2019-10-01,2.33,13.4,114.82,770.8,897.26,17046.22,1725.96,4447.39,0.52,0.36
2019-11-01,2.65,13.68,114.82,770.2,901.8,15171.81,1774.79,4320.98,0.53,0.36
2019-12-01,2.24,13.95,114.82,833.52,924.25,13829.42,1771.38,4321.03,0.52,0.36
2020-01-01,2.03,14.0,114.82,875.64,987.36,13506.86,1773.09,4424.31,0.51,0.36
2020-02-01,1.92,14.0,114.82,800.41,961.1,12715.55,1688.1,4443.29,0.52,0.36
2020-03-01,1.79,14.0,114.82,747.8,759.0,11846.23,1610.89,4402.47,0.55,0.36
2020-04-01,1.74,13.89,114.82,679.98,753.86,11804.01,1459.93,4345.34,0.58,0.35
2020-05-01,1.75,12.55,80.38,684.78,790.22,12179.61,1466.37,4392.72,0.65,0.36
2020-06-01,1.61,12.13,80.38,755.71,820.77,12727.15,1568.57,4401.82,0.65,0.37
2020-07-01,1.74,12.52,80.38,821.11,864.64,13402.3,1643.81,4383.67,0.66,0.37
2020-08-01,2.3,12.57,80.38,866.94,940.33,14537.75,1737.26,4353.37,0.62,0.39
2020-09-01,1.92,11.86,,905.86,907.62,14857.49,1743.77,4220.37,0.61,0.39
2020-10-01,2.25,11.35,,914.77,876.27,15239.36,1806.1,4245.4,0.61,0.38
2020-11-01,2.59,11.53,,973.88,911.55,15807.73,1935.28,4222.23,0.65,0.39
2020-12-01,2.54,11.68,,1026.2,1028.0,16823.04,2014.67,4200.4,0.64,0.4
2021-01-01,2.67,11.75,,1098.67,1090.95,17863.18,2003.98,4157.4,0.63,0.4
2021-02-01,5.07,11.93,,1123.5,1206.7,18584.38,2078.59,4185.43,0.58,0.4
2021-03-01,2.56,12.28,,1284.81,1181.0,16406.66,2190.48,4202.17,0.6,0.39
2021-04-01,2.61,12.49,,1386.35,1208.81,16521.25,2319.39,4218.78,0.59,0.39
2021-05-01,2.89,12.65,,1574.67,1214.0,17577.06,2433.53,4168.01,0.61,0.4
2021-06-01,3.23,13.4,,1518.16,1124.0,17979.57,2446.65,4138.97,0.64,0.39
2021-07-01,3.8,15.86,,1468.34,1086.48,18818.51,2497.64,4078.12,0.69,0.39
2021-08-01,4.05,15.76,,1433.94,1008.73,19141.3,2602.99,3973.24,0.72,0.38
2021-09-01,5.11,14.67,,1398.75,973.19,19376.88,2834.56,4089.23,0.74,0.38
2021-10-01,5.48,14.47,,1483.52,1017.1,19362.39,2934.39,4241.75,0.66,0.38
2021-11-01,5.02,14.49,,1442.96,1038.05,19932.86,2636.45,4221.65,0.66,0.37
2021-12-01,3.73,14.62,,1411.21,944.59,20015.55,2695.53,4182.15,0.71,0.37
2022-01-01,4.33,14.78,,1469.56,994.15,22355.4,3005.98,4184.6,0.79,0.37
2022-02-01,4.66,14.88,,1595.74,1049.4,24015.55,3245.79,4219.55,0.73,0.37
2022-03-01,4.88,14.96,,1956.88,1043.26,33924.18,3498.37,4258.0,0.77,0.36
2022-04-01,6.53,14.99,,1947.51,965.0,33132.74,3244.41,4263.34,0.91,0.35
2022-05-01,8.14,15.13,,1962.88,958.38,28062.55,2830.32,4277.07,0.92,0.35
2022-06-01,7.67,14.86,,1751.76,956.59,25658.63,2563.44,4206.06,0.94,0.35
2022-07-01,7.26,14.04,,1533.4,869.25,21481.89,2408.42,4268.39,0.84,0.33
2022-08-01,8.79,12.63,,1598.78,908.65,22057.39,2430.79,4356.6,0.93,0.33
2022-09-01,7.76,11.51,,1548.32,881.24,22773.97,2224.76,4146.96,0.93,0.32
2022-10-01,5.62,11.46,,1575.9,914.67,22032.89,2255.54,4137.54,1.07,0.32
